2026-02-19T21:18:00.215149+01:00,  soc=32.0,  volt=47.15,  volt_delta=-5.65, volt_rate_per_min=-5.65, volt_status=CRITICAL_EMERGENCY, batt_w=57.0,  batt_mode=discharge,  batt_discharge_w=57.0,  batt_charge_w=0,  load_w=3448.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-19 05:00:02, ev_webhook_count=88, max_discharge_a=1, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=44, volt_penalty_a=15, voltage_protected_limit_a=29, soc_power_w=2082, is_critical_soc=False
2026-02-21T00:52:00.214392+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2284.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T00:53:00.215998+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=65.0,  batt_mode=discharge,  batt_discharge_w=65.0,  batt_charge_w=0,  load_w=2264.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T00:54:00.214825+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2166.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T00:55:00.215055+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2154.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T00:56:00.215578+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2154.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T00:57:00.214565+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2154.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T00:58:00.215279+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2154.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T00:59:00.214470+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2154.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:00:00.216044+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=68.0,  batt_mode=discharge,  batt_discharge_w=68.0,  batt_charge_w=0,  load_w=2102.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:01:00.215175+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2096.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:02:00.215521+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2096.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:03:00.214966+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2096.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:04:00.214428+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2096.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:05:00.214661+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2096.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:06:00.215152+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2135.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:07:00.214647+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=57.0,  batt_mode=discharge,  batt_discharge_w=57.0,  batt_charge_w=0,  load_w=2155.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:08:00.214697+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2104.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:09:00.215408+01:00,  soc=33.0,  volt=48.69,  volt_delta=-4.11, volt_rate_per_min=-4.11, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2104.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:10:00.214568+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2104.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=10, max_grid_charge_a=10, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:11:00.215216+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2145.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=10, max_grid_charge_a=10, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:12:00.214838+01:00,  soc=33.0,  volt=48.68,  volt_delta=-4.12, volt_rate_per_min=-4.12, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2145.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=10, max_grid_charge_a=10, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:13:00.215296+01:00,  soc=33.0,  volt=49.15,  volt_delta=-3.65, volt_rate_per_min=-3.65, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2057.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=10, max_grid_charge_a=10, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:14:00.215127+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2057.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=10, max_grid_charge_a=10, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:15:00.214696+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=1872.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=10, max_grid_charge_a=10, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:16:00.215439+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=1872.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=10, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:17:00.214504+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=1872.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:18:00.215309+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=1872.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:19:00.215352+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=1883.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:20:00.215123+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=66.0,  batt_mode=discharge,  batt_discharge_w=66.0,  batt_charge_w=0,  load_w=1830.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:21:00.214972+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=1876.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:22:00.214536+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=1868.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:23:00.214876+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=709.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:24:00.214888+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=615.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:25:00.215122+01:00,  soc=33.0,  volt=48.67,  volt_delta=-4.13, volt_rate_per_min=-4.13, volt_status=CAUTION, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=531.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:26:00.215256+01:00,  soc=33.0,  volt=48.66,  volt_delta=-4.14, volt_rate_per_min=-4.14, volt_status=CAUTION, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=531.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:27:00.214955+01:00,  soc=33.0,  volt=48.66,  volt_delta=-4.14, volt_rate_per_min=-4.14, volt_status=CAUTION, batt_w=72.0,  batt_mode=discharge,  batt_discharge_w=72.0,  batt_charge_w=0,  load_w=532.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:28:00.214826+01:00,  soc=33.0,  volt=48.66,  volt_delta=-4.14, volt_rate_per_min=-4.14, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=205.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:29:00.215010+01:00,  soc=33.0,  volt=48.66,  volt_delta=-4.14, volt_rate_per_min=-4.14, volt_status=CAUTION, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=2337.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:30:00.215227+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2398.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:31:00.214687+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2341.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:32:00.214641+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2341.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:33:00.214634+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2323.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:34:00.214512+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2323.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:35:00.215621+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=2285.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:36:00.216270+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=2285.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:37:00.216191+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=2285.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:38:00.214644+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=2303.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:39:00.214976+01:00,  soc=33.0,  volt=48.62,  volt_delta=-4.18, volt_rate_per_min=-4.18, volt_status=CAUTION, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=2050.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:40:00.214774+01:00,  soc=33.0,  volt=46.58,  volt_delta=-6.22, volt_rate_per_min=-6.22, volt_status=CRITICAL_EMERGENCY, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2329.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=47, volt_penalty_a=15, voltage_protected_limit_a=32, soc_power_w=2198, is_critical_soc=False
2026-02-21T01:41:00.215601+01:00,  soc=33.0,  volt=48.59,  volt_delta=-4.21, volt_rate_per_min=-4.21, volt_status=CAUTION, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=2068.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=10, voltage_protected_limit_a=35, soc_power_w=2198, is_critical_soc=False
