2026-02-17T20:58:00.283676+01:00,  soc=34.0,  volt=49.63,  volt_delta=-0.13, volt_rate_per_min=-0.13, volt_status=CAUTION, batt_w=61.0,  batt_mode=discharge,  batt_discharge_w=61.0,  batt_charge_w=0,  load_w=2859.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-17 05:00:02, ev_webhook_count=79, max_discharge_a=1, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=47, volt_penalty_a=10, voltage_protected_limit_a=37, soc_power_w=2318, is_critical_soc=False
2026-02-18T09:04:00.283807+01:00,  soc=47.0,  volt=50.96,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2453.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3058, is_critical_soc=False
2026-02-18T09:05:00.284168+01:00,  soc=47.0,  volt=50.96,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2453.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3058, is_critical_soc=False
2026-02-18T09:06:00.284256+01:00,  soc=46.0,  volt=50.96,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2453.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3058, is_critical_soc=False
2026-02-18T09:07:00.284298+01:00,  soc=46.0,  volt=50.89,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2453.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3053, is_critical_soc=False
2026-02-18T09:08:00.283591+01:00,  soc=46.0,  volt=50.89,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2453.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3053, is_critical_soc=False
2026-02-18T09:09:00.283994+01:00,  soc=46.0,  volt=50.89,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2453.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3053, is_critical_soc=False
2026-02-18T09:10:00.283588+01:00,  soc=45.0,  volt=50.89,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2461.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3053, is_critical_soc=False
2026-02-18T09:11:00.283511+01:00,  soc=45.0,  volt=50.78,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=1194.0,  batt_mode=discharge,  batt_discharge_w=1194.0,  batt_charge_w=0,  load_w=2461.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3047, is_critical_soc=False
2026-02-18T09:12:00.284060+01:00,  soc=45.0,  volt=50.78,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=913.0,  batt_mode=discharge,  batt_discharge_w=913.0,  batt_charge_w=0,  load_w=2461.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3047, is_critical_soc=False
2026-02-18T09:13:00.283523+01:00,  soc=45.0,  volt=50.78,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=913.0,  batt_mode=discharge,  batt_discharge_w=913.0,  batt_charge_w=0,  load_w=2461.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3047, is_critical_soc=False
2026-02-18T09:14:00.284220+01:00,  soc=45.0,  volt=50.84,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=915.0,  batt_mode=discharge,  batt_discharge_w=915.0,  batt_charge_w=0,  load_w=2461.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3050, is_critical_soc=False
2026-02-18T09:15:00.283891+01:00,  soc=45.0,  volt=50.84,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=1191.0,  batt_mode=discharge,  batt_discharge_w=1191.0,  batt_charge_w=0,  load_w=2460.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3050, is_critical_soc=False
2026-02-18T09:16:00.283954+01:00,  soc=44.0,  volt=50.67,  volt_delta=-0.17, volt_rate_per_min=-0.17, volt_status=NORMAL, batt_w=1191.0,  batt_mode=discharge,  batt_discharge_w=1191.0,  batt_charge_w=0,  load_w=2460.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=24, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3040, is_critical_soc=False
2026-02-18T09:17:00.284296+01:00,  soc=44.0,  volt=50.77,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=911.0,  batt_mode=discharge,  batt_discharge_w=911.0,  batt_charge_w=0,  load_w=2460.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3046, is_critical_soc=False
2026-02-18T09:18:00.283505+01:00,  soc=44.0,  volt=50.77,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=911.0,  batt_mode=discharge,  batt_discharge_w=911.0,  batt_charge_w=0,  load_w=2460.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3046, is_critical_soc=False
2026-02-18T09:19:00.283886+01:00,  soc=44.0,  volt=50.77,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=911.0,  batt_mode=discharge,  batt_discharge_w=911.0,  batt_charge_w=0,  load_w=2460.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3046, is_critical_soc=False
2026-02-18T09:20:00.283358+01:00,  soc=44.0,  volt=50.77,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=911.0,  batt_mode=discharge,  batt_discharge_w=911.0,  batt_charge_w=0,  load_w=2444.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3046, is_critical_soc=False
2026-02-18T09:21:00.285056+01:00,  soc=43.0,  volt=50.77,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=911.0,  batt_mode=discharge,  batt_discharge_w=911.0,  batt_charge_w=0,  load_w=2444.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3046, is_critical_soc=False
2026-02-18T09:22:00.283815+01:00,  soc=43.0,  volt=50.77,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=911.0,  batt_mode=discharge,  batt_discharge_w=911.0,  batt_charge_w=0,  load_w=2444.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3046, is_critical_soc=False
2026-02-18T09:23:00.284348+01:00,  soc=43.0,  volt=50.77,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=911.0,  batt_mode=discharge,  batt_discharge_w=911.0,  batt_charge_w=0,  load_w=2444.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3046, is_critical_soc=False
2026-02-18T09:24:00.283971+01:00,  soc=43.0,  volt=50.7,  volt_delta=-0.07, volt_rate_per_min=-0.07, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2444.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3042, is_critical_soc=False
2026-02-18T09:25:00.283726+01:00,  soc=43.0,  volt=50.7,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2444.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3042, is_critical_soc=False
2026-02-18T09:26:00.283359+01:00,  soc=43.0,  volt=50.7,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2508.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3042, is_critical_soc=False
2026-02-18T09:27:00.283854+01:00,  soc=43.0,  volt=50.67,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2508.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3040, is_critical_soc=False
2026-02-18T09:28:00.283492+01:00,  soc=42.0,  volt=50.67,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2508.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3040, is_critical_soc=False
2026-02-18T09:29:00.284179+01:00,  soc=42.0,  volt=50.67,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2508.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3040, is_critical_soc=False
2026-02-18T09:30:00.283474+01:00,  soc=42.0,  volt=50.67,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2508.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3040, is_critical_soc=False
2026-02-18T09:31:00.283349+01:00,  soc=42.0,  volt=50.67,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=2451.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3040, is_critical_soc=False
2026-02-18T09:32:00.283892+01:00,  soc=42.0,  volt=50.67,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=21.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3040, is_critical_soc=False
2026-02-18T09:33:00.284116+01:00,  soc=42.0,  volt=50.57,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=912.0,  batt_mode=discharge,  batt_discharge_w=912.0,  batt_charge_w=0,  load_w=21.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:34:00.284245+01:00,  soc=41.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=21.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:35:00.283790+01:00,  soc=41.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=21.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:36:00.284341+01:00,  soc=41.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=22.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:37:00.283336+01:00,  soc=41.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=22.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:38:00.283504+01:00,  soc=41.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=22.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:39:00.285411+01:00,  soc=41.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=22.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:40:00.283572+01:00,  soc=40.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=22.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:41:00.284172+01:00,  soc=40.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=22.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:42:00.283926+01:00,  soc=40.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=25.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:43:00.284059+01:00,  soc=40.0,  volt=50.57,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=904.0,  batt_mode=discharge,  batt_discharge_w=904.0,  batt_charge_w=0,  load_w=25.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3034, is_critical_soc=False
2026-02-18T09:44:00.284684+01:00,  soc=40.0,  volt=50.53,  volt_delta=-0.04, volt_rate_per_min=-0.04, volt_status=NORMAL, batt_w=905.0,  batt_mode=discharge,  batt_discharge_w=905.0,  batt_charge_w=0,  load_w=25.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3032, is_critical_soc=False
2026-02-18T09:45:00.284138+01:00,  soc=40.0,  volt=50.53,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=905.0,  batt_mode=discharge,  batt_discharge_w=905.0,  batt_charge_w=0,  load_w=2451.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3032, is_critical_soc=False
2026-02-18T09:46:00.284141+01:00,  soc=39.0,  volt=50.53,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=905.0,  batt_mode=discharge,  batt_discharge_w=905.0,  batt_charge_w=0,  load_w=2451.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=59, volt_penalty_a=0, voltage_protected_limit_a=59, soc_power_w=2999, is_critical_soc=False
2026-02-18T09:47:00.283715+01:00,  soc=39.0,  volt=50.53,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=905.0,  batt_mode=discharge,  batt_discharge_w=905.0,  batt_charge_w=0,  load_w=2447.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=59, volt_penalty_a=0, voltage_protected_limit_a=59, soc_power_w=2999, is_critical_soc=False
2026-02-18T09:48:00.283582+01:00,  soc=39.0,  volt=50.53,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=905.0,  batt_mode=discharge,  batt_discharge_w=905.0,  batt_charge_w=0,  load_w=2447.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=59, volt_penalty_a=0, voltage_protected_limit_a=59, soc_power_w=2999, is_critical_soc=False
2026-02-18T09:49:00.284017+01:00,  soc=39.0,  volt=50.53,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=905.0,  batt_mode=discharge,  batt_discharge_w=905.0,  batt_charge_w=0,  load_w=2447.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=59, volt_penalty_a=0, voltage_protected_limit_a=59, soc_power_w=2999, is_critical_soc=False
2026-02-18T09:50:00.283742+01:00,  soc=39.0,  volt=50.47,  volt_delta=-0.06, volt_rate_per_min=-0.06, volt_status=NORMAL, batt_w=905.0,  batt_mode=discharge,  batt_discharge_w=905.0,  batt_charge_w=0,  load_w=4545.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=18, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=59, volt_penalty_a=5, voltage_protected_limit_a=54, soc_power_w=2999, is_critical_soc=False
2026-02-18T09:51:00.283606+01:00,  soc=39.0,  volt=50.47,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=613.0,  batt_mode=discharge,  batt_discharge_w=613.0,  batt_charge_w=0,  load_w=2443.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=12, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=59, volt_penalty_a=5, voltage_protected_limit_a=54, soc_power_w=2999, is_critical_soc=False
2026-02-18T09:52:00.283439+01:00,  soc=39.0,  volt=50.47,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=613.0,  batt_mode=discharge,  batt_discharge_w=613.0,  batt_charge_w=0,  load_w=2437.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=12, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=59, volt_penalty_a=5, voltage_protected_limit_a=54, soc_power_w=2999, is_critical_soc=False
2026-02-18T09:53:00.283498+01:00,  soc=38.0,  volt=50.47,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=NORMAL, batt_w=613.0,  batt_mode=discharge,  batt_discharge_w=613.0,  batt_charge_w=0,  load_w=2437.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=12, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=57, volt_penalty_a=5, voltage_protected_limit_a=52, soc_power_w=2852, is_critical_soc=False
