2026-02-17T20:58:00.283676+01:00,  soc=34.0,  volt=49.63,  volt_delta=-0.13, volt_rate_per_min=-0.13, volt_status=CAUTION, batt_w=61.0,  batt_mode=discharge,  batt_discharge_w=61.0,  batt_charge_w=0,  load_w=2859.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-17 05:00:02, ev_webhook_count=79, max_discharge_a=1, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=47, volt_penalty_a=10, voltage_protected_limit_a=37, soc_power_w=2318, is_critical_soc=False
2026-02-17T23:04:00.283530+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=9.0,  batt_mode=idle,  batt_discharge_w=9.0,  batt_charge_w=0,  load_w=13628.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:05:00.284479+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=73.0,  batt_mode=discharge,  batt_discharge_w=73.0,  batt_charge_w=0,  load_w=13514.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:06:00.284234+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13514.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:07:00.283738+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13582.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:08:00.283670+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13582.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:09:00.284306+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13645.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:10:00.283826+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13645.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:11:00.284192+01:00,  soc=32.0,  volt=48.39,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13591.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:12:00.283873+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13678.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:13:00.283748+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13598.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:14:00.283785+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13598.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:15:00.283892+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13674.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:16:00.284115+01:00,  soc=32.0,  volt=45.86,  volt_delta=-2.53, volt_rate_per_min=-2.53, volt_status=CRITICAL_EMERGENCY, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13674.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=45, volt_penalty_a=15, voltage_protected_limit_a=30, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:17:00.284014+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13637.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:18:00.283461+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13577.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:19:00.283306+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13577.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:20:00.284362+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13650.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:21:00.284009+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13586.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:22:00.283418+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=1.0,  batt_mode=idle,  batt_discharge_w=1.0,  batt_charge_w=0,  load_w=13586.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:23:00.283318+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=63.0,  batt_mode=discharge,  batt_discharge_w=63.0,  batt_charge_w=0,  load_w=13395.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:24:00.283333+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13525.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:25:00.283766+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13670.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:26:00.284227+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13757.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:27:00.284603+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13665.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:28:00.283715+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13753.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:29:00.284215+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13685.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:30:00.283431+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13685.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:31:00.283513+01:00,  soc=32.0,  volt=48.4,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13700.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:32:00.284223+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=13581.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:33:00.283990+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=4.0,  batt_mode=idle,  batt_discharge_w=4.0,  batt_charge_w=0,  load_w=13701.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:34:00.283790+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=61.0,  batt_mode=discharge,  batt_discharge_w=61.0,  batt_charge_w=0,  load_w=13596.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:35:00.284116+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13596.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:36:00.283568+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13717.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:37:00.283769+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13717.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:38:00.283629+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13717.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:39:00.283893+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13737.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:40:00.283924+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13737.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:41:00.284151+01:00,  soc=32.0,  volt=48.37,  volt_delta=-0.03, volt_rate_per_min=-0.03, volt_status=WARNING, batt_w=8.0,  batt_mode=idle,  batt_discharge_w=8.0,  batt_charge_w=0,  load_w=13677.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:42:00.284300+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.04, volt_rate_per_min=-0.04, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13677.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:43:00.283847+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.04, volt_rate_per_min=-0.04, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13744.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:44:00.284192+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.04, volt_rate_per_min=-0.04, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13781.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:45:00.283335+01:00,  soc=32.0,  volt=48.58,  volt_delta=0.18, volt_rate_per_min=0.18, volt_status=CAUTION, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13775.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:46:00.283780+01:00,  soc=32.0,  volt=48.36,  volt_delta=-0.04, volt_rate_per_min=-0.04, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13704.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:47:00.285080+01:00,  soc=32.0,  volt=48.36,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13704.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:48:00.284959+01:00,  soc=32.0,  volt=48.36,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13757.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:49:00.285139+01:00,  soc=32.0,  volt=48.36,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13801.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:50:00.283686+01:00,  soc=32.0,  volt=48.36,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13801.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:51:00.284082+01:00,  soc=32.0,  volt=48.36,  volt_delta=0.0, volt_rate_per_min=0.0, volt_status=WARNING, batt_w=6.0,  batt_mode=idle,  batt_discharge_w=6.0,  batt_charge_w=0,  load_w=13801.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:52:00.283940+01:00,  soc=32.0,  volt=48.37,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=13676.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
2026-02-17T23:53:00.283876+01:00,  soc=32.0,  volt=48.37,  volt_delta=0.01, volt_rate_per_min=0.01, volt_status=WARNING, batt_w=5.0,  batt_mode=idle,  batt_discharge_w=5.0,  batt_charge_w=0,  load_w=13676.0, zone=unknown,  grid_charge=off, ev_charging_active=on, ev_charge_end=2026-02-18 00:00:02, ev_webhook_count=80, max_discharge_a=0, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=43, volt_penalty_a=15, voltage_protected_limit_a=28, soc_power_w=2082, is_critical_soc=False
